depto;desc_depto;mpio;desc_mpio;edata_year;desc_pp_1;porc_part_mesa_1;desc_pp_2;porc_part_mesa_2;desc_pp_3;porc_part_mesa_3;pres_pp_bwon;pres_pp_blost;coa_pp_bwon;coa_pp_blost;margin_pres;sample_pres
19;HUILA;44;ISNOS;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;37.09541469993257;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;22.690492245448414;NA;NA;1;0;1;0;14.404922454484154;0
19;HUILA;46;IQUIRA;2011;PARTIDO VERDE;35.53410835709585;PARTIDO SOCIAL DE UNIDAD NACIONAL;33.47225268699276;NA;NA;0;1;0;1;-2.0618556701030926;1
19;HUILA;47;LA ARGENTINA;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;51.877182770663566;PARTIDO CONSERVADOR COLOMBIANO;46.34749708963912;NA;NA;1;0;1;1;5.529685681024446;1
19;HUILA;49;LA PLATA;2011;PARTIDO CONSERVADOR COLOMBIANO;38.070973612374885;PARTIDO DE LA  U  - PARTIDO LIBERAL COLOMBIANO;32.87079162875341;NA;NA;0;1;1;1;-5.200181983621476;1
19;HUILA;50;NATAGA;2011;PARTIDO CONSERVADOR COLOMBIANO;49.03462050599201;PARTIDO CAMBIO RADICAL;38.74833555259654;NA;NA;0;0;1;1;NA;0
19;HUILA;51;OPORAPA;2011;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;38.32964601769911;PARTIDO SOCIAL DE UNIDAD NACIONAL;32.466814159292035;NA;NA;0;1;0;1;-5.862831858407077;1
19;HUILA;52;PAICOL;2011;PARTIDO CONSERVADOR COLOMBIANO;51.93272351726173;PARTIDO SOCIAL DE UNIDAD NACIONAL;45.883741516671584;NA;NA;0;1;1;1;-6.048982000590144;1
19;HUILA;55;PALERMO;2011;PARTIDO VERDE;48.90125777070985;PARTIDO CONSERVADOR COLOMBIANO;44.181003325140956;NA;NA;0;0;0;1;NA;0
19;HUILA;56;PALESTINA;2011;PARTIDO CONSERVADOR COLOMBIANO;27.48338728914636;PARTIDO CAMBIO RADICAL;26.13733174305674;NA;NA;0;0;1;1;NA;0
19;HUILA;58;PITAL;2011;PARTIDO VERDE Y LIBERAL COLOMBIANO;44.24528301886792;PARTIDO CONSERVADOR COLOMBIANO;31.147798742138367;NA;NA;0;0;1;1;NA;0
19;HUILA;61;PITALITO;2011;PARTIDO CONSERVADOR COLOMBIANO;40.814088793412104;PARTIDO CAMBIO RADICAL;37.43958109559613;NA;NA;0;0;1;1;NA;0
19;HUILA;64;RIVERA;2011;PARTIDO LIBERAL COLOMBIANO;37.17988275223696;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;22.48277280674689;NA;NA;0;0;1;0;NA;0
19;HUILA;67;SALADOBLANCO;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;37.021735225435606;PARTIDO CONSERVADOR COLOMBIANO;30.770612538171367;NA;NA;1;0;1;1;6.251122687264239;1
19;HUILA;70;SAN AGUSTIN;2011;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;39.303447793551996;PARTIDO LIBERAL COLOMBIANO;28.8132037205399;NA;NA;0;0;0;1;NA;0
19;HUILA;74;SANTA MARIA;2011;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;49.91711180696261;PARTIDO CONSERVADOR COLOMBIANO;44.33597347577823;NA;NA;0;0;0;1;NA;0
19;HUILA;76;SUAZA;2011;PARTIDO LIBERAL COLOMBIANO;38.37964165151909;PARTIDO SOCIAL DE UNIDAD NACIONAL;28.628927551285383;NA;NA;0;1;1;1;-9.750714100233704;1
19;HUILA;79;TARQUI;2011;PART.DE LA  U  PART.LIBERAL COL Y PART. VERDE;53.48612786489747;PARTIDO CONSERVADOR COLOMBIANO;44.66827503015682;NA;NA;1;0;1;1;8.817852834740648;1
19;HUILA;82;TELLO;2011;PARTIDO LIBERAL COLOMBIANO;66.53180803571429;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;28.348214285714285;NA;NA;0;0;1;0;NA;0
19;HUILA;85;TERUEL;2011;PARTIDO CONSERVADOR COLOMBIANO;54.13067552602436;PARTIDO SOCIAL DE UNIDAD NACIONAL;43.477297895902545;NA;NA;0;1;1;1;-10.653377630121817;0
19;HUILA;88;TIMANA;2011;PARTIDO DE LA U Y CAMBIO RADICAL;40.78811636063545;PARTIDO CONSERVADOR COLOMBIANO;36.3936455539509;NA;NA;1;0;1;1;4.394470806684552;1
19;HUILA;91;VILLAVIEJA;2011;PARTIDO CAMBIO RADICAL;35.88573695695298;PARTIDO DE INTEGRACION NACIONAL;23.427891291410436;NA;NA;0;0;1;0;NA;0
19;HUILA;94;YAGUARA;2011;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;42.50098154691794;PARTIDO SOCIAL DE UNIDAD NACIONAL;32.64625049077346;NA;NA;0;1;0;1;-9.85473105614448;1
21;MAGDALENA;1;SANTA MARTA;2011;PARTIDO LIBERAL COLOMBIANO;46.880718368578925;PARTIDO CONSERVADOR COLOMBIANO;25.911952058455483;NA;NA;0;0;1;1;NA;0
21;MAGDALENA;8;ALGARROBO;2011;PARTIDO CAMBIO RADICAL;23.805309734513276;PARTIDO CONSERVADOR COLOMBIANO;22.761061946902654;NA;NA;0;0;1;1;NA;0
21;MAGDALENA;10;ARACATACA;2011;PARTIDO LIBERAL COLOMBIANO;31.410514992604543;PARTIDO CAMBIO RADICAL;31.128143068441577;NA;NA;0;0;1;1;NA;0
21;MAGDALENA;12;ARIGUANI;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;56.73661800486618;G.S.C  FIRME ARIGUANI;36.28345498783455;NA;NA;1;0;1;0;20.453163017031628;0
21;MAGDALENA;13;CERRO SAN ANTONIO;2011;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;57.187683859580304;PARTIDO LIBERAL COLOMBIANO;40.73347715238282;NA;NA;0;0;0;1;NA;0
21;MAGDALENA;15;CHIVOLO;2011;PARTIDO CAMBIO RADICAL;50.53523114927656;PARTIDO LIBERAL COLOMBIANO;46.95918127279143;NA;NA;0;0;1;1;NA;0
21;MAGDALENA;16;CIENAGA;2011;POLO DEMOCRATICO ALTERNATIVO;28.97409425944155;PARTIDO SOCIAL DE UNIDAD NACIONAL;28.31384600609829;NA;NA;0;1;0;1;-0.6602482533432585;1
21;MAGDALENA;20;CONCORDIA;2011;PARTIDO CONSERVADOR COLOMBIANO;37.3601451466586;PARTIDO SOCIAL DE UNIDAD NACIONAL;34.820078621106745;NA;NA;0;1;1;1;-2.5400665255518575;1
21;MAGDALENA;25;EL BANCO;2011;PARTIDO VERDE;37.543963727276584;PARTIDO CONSERVADOR COLOMBIANO;30.242806898597397;NA;NA;0;0;0;1;NA;0
21;MAGDALENA;28;EL PINON;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;49.42754712617093;PARTIDO DE INTEGRACION NACIONAL;42.91661848039783;NA;NA;1;0;1;0;6.510928645773099;1
21;MAGDALENA;30;EL RETEN;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;40.402357765248595;PARTIDO VERDE;33.89287544848795;NA;NA;1;0;1;0;6.509482316760646;1
21;MAGDALENA;31;FUNDACION;2011;MOVIMIENTO POLITICO AFROVIDES;34.35979289134582;PARTIDO VERDE;27.27838984700432;NA;NA;0;0;0;0;NA;0
21;MAGDALENA;40;GUAMAL;2011;PARTIDO CAMBIO RADICAL;33.91197794342898;PARTIDO CONSERVADOR COLOMBIANO;23.312570203206374;NA;NA;0;0;1;1;NA;0
21;MAGDALENA;42;NUEVA GRANADA;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;35.39913577439163;PARTIDO VERDE;30.42983852626791;NA;NA;1;0;1;0;4.96929724812372;1
21;MAGDALENA;46;PEDRAZA;2011;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA;49.512236864624334;PARTIDO LIBERAL COLOMBIANO;47.030634947800785;NA;NA;0;0;0;1;NA;0
21;MAGDALENA;48;PIJINO DEL CARMEN;2011;PARTIDO CONSERVADOR COLOMBIANO;40.999119718309856;PARTIDO LIBERAL COLOMBIANO;30.85387323943662;NA;NA;0;0;1;1;NA;0
21;MAGDALENA;49;PIVIJAY;2011;PARTIDO LIBERAL COLOMBIANO;38.67233204015025;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;24.12094340784531;NA;NA;0;0;1;0;NA;0
21;MAGDALENA;52;PLATO;2011;PARTIDO DE INTEGRACION NACIONAL;32.781297793314394;G.S.C JUNTOS RESCATEMOS A PLATO;29.167577015512347;NA;NA;0;0;0;0;NA;0
21;MAGDALENA;55;PUEBLOVIEJO;2011;PARTIDO CAMBIO RADICAL;34.396423248882265;PARTIDO VERDE;32.27272727272727;NA;NA;0;0;1;0;NA;0
21;MAGDALENA;58;REMOLINO;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;47.29876328921675;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;45.975265784334994;NA;NA;1;0;1;0;1.3234975048817574;1
21;MAGDALENA;60;SABANAS DE SAN ANGEL;2011;PARTIDO LIBERAL COLOMBIANO;43.89230513544956;PARTIDO CAMBIO RADICAL;29.56622901778295;NA;NA;0;0;1;1;NA;0
21;MAGDALENA;67;SALAMINA;2011;PARTIDO CAMBIO RADICAL;49.436647558806094;PARTIDO LIBERAL COLOMBIANO;36.509191539830006;NA;NA;0;0;1;1;NA;0
21;MAGDALENA;70;SAN SEBASTIAN DE BUENAVISTA;2011;PARTIDO LIBERAL COLOMBIANO;47.1624046657694;PARTIDO SOCIAL DE UNIDAD NACIONAL;46.90444145356662;NA;NA;0;1;1;1;-0.25796321220278173;1
21;MAGDALENA;73;SAN ZENON;2011;PARTIDO LIBERAL COLOMBIANO;50.441609421000976;PARTIDO CONSERVADOR COLOMBIANO;47.92934249263984;NA;NA;0;0;1;1;NA;0
21;MAGDALENA;76;SANTA ANA;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;55.36580223487244;PARTIDO CAMBIO RADICAL;36.66455829643686;NA;NA;1;0;1;1;18.70124393843558;0
21;MAGDALENA;78;SANTA BARBARA DE PINTO;2011;PARTIDO LIBERAL COLOMBIANO;38.68089233753637;PARTIDO SOCIAL DE UNIDAD NACIONAL;30.882638215324924;NA;NA;0;1;1;1;-7.798254122211446;1
21;MAGDALENA;85;TENERIFE;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;51.46345050742757;PARTIDO LIBERAL COLOMBIANO;46.359758788057064;NA;NA;1;0;1;1;5.103691719370502;1
21;MAGDALENA;90;ZAPAYAN;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;52.84487921740867;PARTIDO LIBERAL COLOMBIANO;42.86284687562388;NA;NA;1;0;1;1;9.982032341784787;1
21;MAGDALENA;95;ZONA BANANERA;2011;PARTIDO CONSERVADOR COLOMBIANO;28.393461811797167;PARTIDO SOCIAL DE UNIDAD NACIONAL;24.63943815057899;NA;NA;0;1;1;1;-3.754023661218177;1
23;NARINO;1;PASTO;2011;PARTIDO CAMBIO RADICAL;32.71261415525114;G.S.C MOVIMIENTO CIUDADANO POR PASTO;32.20669883769199;NA;NA;0;0;1;0;NA;0
23;NARINO;4;ALBAN;2011;PARTIDO CAMBIO RADICAL;53.301886792452834;PARTIDO CONSERVADOR COLOMBIANO;44.713050314465406;NA;NA;0;0;1;1;NA;0
23;NARINO;7;ALDANA;2011;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA;50.857142857142854;ALIANZA CON DIGNIDAD POR UN ALDANA MEJOR;45.57142857142858;NA;NA;0;0;0;0;NA;0
23;NARINO;10;ANCUYA;2011;PARTIDO CAMBIO RADICAL;42.242817423540316;PARTIDO VERDE;37.23818350324375;NA;NA;0;0;1;0;NA;0
23;NARINO;13;ARBOLEDA;2011;PARTIDO CONSERVADOR COLOMBIANO;60.663841807909606;PARTIDO SOCIAL DE UNIDAD NACIONAL;32.15630885122411;NA;NA;0;1;1;1;-28.507532956685495;0
23;NARINO;16;BARBACOAS;2011;PARTIDO CAMBIO RADICAL;33.11158999344139;PARTIDO LIBERAL COLOMBIANO;28.1738967488054;NA;NA;0;0;1;1;NA;0
23;NARINO;17;BELEN;2011;PARTIDO CAMBIO RADICAL - PARTIDO CONSERVADOR COLOMBIANO;50.521648408972354;PARTIDO LIBERAL COLOMBIANO;25.769431403234222;NA;NA;0;0;0;1;NA;0
23;NARINO;19;BUESACO;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;56.55654812068094;PARTIDO CONSERVADOR COLOMBIANO;41.56413281645036;NA;NA;1;0;1;1;14.992415304230576;0
23;NARINO;22;COLON;2011;G.S.C UNIDOS POR EL PROGESO DE COLON NARIÑO;58.531400966183575;PARTIDO DE INTEGRACION NACIONAL;39.806763285024154;NA;NA;0;0;0;0;NA;0
23;NARINO;25;CONSACA;2011;POLO DEMOCRATICO ALTERNATIVO;37.22446445203353;PARTIDO CAMBIO RADICAL;32.94008072027321;NA;NA;0;0;0;1;NA;0
23;NARINO;28;CONTADERO;2011;PARTIDO CAMBIO RADICAL;51.04025327905924;PARTIDO CONSERVADOR COLOMBIANO;47.82903663500678;NA;NA;0;0;1;1;NA;0
23;NARINO;31;CORDOBA;2011;PARTIDO LIBERAL COLOMBIANO;57.60470242468772;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA;39.603232916972814;NA;NA;0;0;1;0;NA;0
23;NARINO;34;CUASPUD;2011;PARTIDO CONSERVADOR COLOMBIANO;82.78978388998036;PARTIDO SOCIAL DE UNIDAD NACIONAL;14.12573673870334;NA;NA;0;1;1;1;-68.66404715127702;0
23;NARINO;37;CUMBAL;2011;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA;44.11374784568474;PARTIDO LIBERAL COLOMBIANO;43.74254275487207;NA;NA;0;0;0;1;NA;0
23;NARINO;38;CHACHAGUI;2011;PARTIDO LIBERAL COLOMBIANO;52.0524269047962;PARTIDO CONSERVADOR COLOMBIANO;32.680397522684714;NA;NA;0;0;1;1;NA;0
23;NARINO;39;CUMBITARA;2011;PARTIDO CAMBIO RADICAL;55.73770491803278;PARTIDO LIBERAL COLOMBIANO;42.54488680718189;NA;NA;0;0;1;1;NA;0
23;NARINO;40;EL ROSARIO;2011;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA;51.35135135135135;PARTIDO CONSERVADOR COLOMBIANO;36.41536273115221;NA;NA;0;0;0;1;NA;0
23;NARINO;41;EL CHARCO;2011;PARTIDO VERDE;50.924049123643734;PARTIDO LIBERAL COLOMBIANO;32.12113985930607;NA;NA;0;0;0;1;NA;0
23;NARINO;43;EL TABLON DE GOMEZ;2011;G.S.C ALIANZA PARA LA PROSPERIDAD;51.34989926124916;PARTIDO CAMBIO RADICAL;47.427803895231705;NA;NA;0;0;0;1;NA;0
23;NARINO;44;EL PENOL;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;36.21079046424091;PARTIDO CAMBIO RADICAL;31.19196988707654;NA;NA;1;0;1;1;5.0188205771643695;1
23;NARINO;46;EL TAMBO;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;45.37980120260154;PARTIDO DE INTEGRACION NACIONAL;30.850411093385695;NA;NA;1;0;1;0;14.529390109215846;0
23;NARINO;47;FRANCISCO PIZARRO;2011;PARTIDO CONSERVADOR COLOMBIANO;57.92364016736402;PARTIDO LIBERAL COLOMBIANO;36.24476987447699;NA;NA;0;0;1;1;NA;0
23;NARINO;49;FUNES;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;49.98737054811821;PARTIDO VERDE;30.815862591563526;NA;NA;1;0;1;0;19.17150795655468;0
23;NARINO;52;GUACHUCAL;2011;PARTIDO CAMBIO RADICAL;53.71950009918667;PARTIDO CONSERVADOR COLOMBIANO;40.47807974608212;NA;NA;0;0;1;1;NA;0
23;NARINO;55;GUAITARILLA;2011;G.S.C ALIANZA POR GUAITARILLA;59.95906357937828;PARTIDO CONSERVADOR COLOMBIANO;37.12421645132404;NA;NA;0;0;0;1;NA;0
23;NARINO;58;GUALMATAN;2011;PARTIDO CONSERVADOR COLOMBIANO;50.54218460724677;PARTIDO CAMBIO RADICAL;47.47421317111875;NA;NA;0;0;1;1;NA;0
23;NARINO;61;ILES;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;56.795335745878575;PARTIDO CONSERVADOR COLOMBIANO;30.47848813831926;NA;NA;1;0;1;1;26.316847607559314;0
23;NARINO;64;IMUES;2011;PARTIDO CONSERVADOR COLOMBIANO;57.25604670558799;PARTIDO SOCIAL DE UNIDAD NACIONAL;38.99082568807339;NA;NA;0;1;1;1;-18.265221017514598;0
23;NARINO;67;IPIALES;2011;PARTIDO LIBERAL COLOMBIANO;43.27114687517793;G.S.C VAMOS IPIALES;24.852441593441004;NA;NA;0;0;1;0;NA;0
23;NARINO;73;LA CRUZ;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;51.21024204840968;PARTIDO CONSERVADOR COLOMBIANO - PARTIDO LIBERAL - ALIANZA VERDE - POLO DEMOCRATICO ALTERNATIVO - PARTIDO DE INTEGRACION NACIONAL;46.469293858771756;NA;NA;1;0;1;0;4.740948189637926;1
23;NARINO;76;LA FLORIDA;2011;PARTIDO CONSERVADOR COLOMBIANO;48.95222129086337;PARTIDO CAMBIO RADICAL;48.25370215143895;NA;NA;0;0;1;1;NA;0
23;NARINO;77;LA LLANADA;2011;PARTIDO LIBERAL COLOMBIANO;50.8110300081103;PARTIDO CONSERVADOR COLOMBIANO;48.499594484995946;NA;NA;0;0;1;1;NA;0
23;NARINO;78;LA TOLA;2011;PARTIDO CAMBIO RADICAL;64.93233082706767;PARTIDO SOCIAL DE UNIDAD NACIONAL;30.796992481203006;NA;NA;0;1;1;1;-34.13533834586467;0
23;NARINO;79;LA UNION;2011;PARTIDO CAMBIO RADICAL;37.042845939972906;PARTIDO LIBERAL COLOMBIANO;36.69351964069295;NA;NA;0;0;1;1;NA;0
23;NARINO;80;LEIVA;2011;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA;49.151805132666375;PARTIDO CONSERVADOR COLOMBIANO;30.034797738147017;NA;NA;0;0;0;1;NA;0
23;NARINO;82;LINARES;2011;ASI - POLO DEMOCRATICO ALTERNATIVO - PARTIDO LIBERAL;53.58179318771956;PARTIDO CONSERVADOR COLOMBIANO;45.303192301817624;NA;NA;0;0;0;1;NA;0
23;NARINO;85;LOS ANDES;2011;PARTIDO CAMBIO RADICAL;57.85729232056915;PARTIDO CONSERVADOR COLOMBIANO;28.918183720443608;NA;NA;0;0;1;1;NA;0
23;NARINO;88;MAGUI;2011;PARTIDO LIBERAL COLOMBIANO;67.36436243459102;PARTIDO VERDE;29.60616909942165;NA;NA;0;0;1;0;NA;0
23;NARINO;91;MALLAMA;2011;PARTIDO VERDE;54.41176470588235;UNIDOS POR EL PROGRESO DE MALLAMA;43.529411764705884;NA;NA;0;0;0;0;NA;0
23;NARINO;94;MOSQUERA;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;48.30729166666667;PARTIDO CONSERVADOR COLOMBIANO;48.125;NA;NA;1;0;1;1;0.1822916666666714;1
23;NARINO;95;OLAYA HERRERA;2011;PARTIDO LIBERAL COLOMBIANO;57.69988184324537;PARTIDO SOCIAL DE UNIDAD NACIONAL;37.16686359459105;NA;NA;0;1;1;1;-20.533018248654322;0
23;NARINO;96;NARINO;2011;PARTIDO CAMBIO RADICAL;53.69738339021616;UNIDAD Y PROGRESO POR NARINO;32.34736442927569;NA;NA;0;0;1;0;NA;0
23;NARINO;97;OSPINA;2011;PARTIDO LIBERAL COLOMBIANO;57.84132841328413;PARTIDO CONSERVADOR COLOMBIANO;40.867158671586715;NA;NA;0;0;1;1;NA;0
23;NARINO;98;POLICARPA;2011;PARTIDO CAMBIO RADICAL;44.201277955271564;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;34.56869009584664;NA;NA;0;0;1;0;NA;0
23;NARINO;100;POTOSI;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;59.1435974362471;G.S.C COMPROMISO CON POTOSI;38.374471566889405;NA;NA;1;0;1;0;20.769125869357694;0
23;NARINO;101;PROVIDENCIA;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;47.651847213525365;PARTIDO DE INTEGRACION NACIONAL;17.78334376956794;NA;NA;1;0;1;0;29.868503443957426;0
23;NARINO;103;PUERRES;2011;PARTIDO CONSERVADOR COLOMBIANO;55.942695436858855;PARTIDO SOCIAL DE UNIDAD NACIONAL;42.81924301379554;NA;NA;0;1;1;1;-13.123452423063313;0
23;NARINO;106;PUPIALES;2011;PARTIDO CONSERVADOR COLOMBIANO;61.57416001485056;PARTIDO SOCIAL DE UNIDAD NACIONAL;35.73417486541675;NA;NA;0;1;1;1;-25.839985149433815;0
23;NARINO;109;RICAURTE;2011;PARTIDO VERDE;54.095538660163534;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA;42.633768469373116;NA;NA;0;0;0;0;NA;0
23;NARINO;112;ROBERTO PAYAN;2011;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;56.04698109744908;PARTIDO LIBERAL COLOMBIANO;41.383740135804736;NA;NA;0;0;0;1;NA;0
23;NARINO;115;SAMANIEGO;2011;PARTIDO DE INTEGRACION NACIONAL;50.013466199838405;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA;47.81174252625909;NA;NA;0;0;0;0;NA;0
23;NARINO;118;SANDONA;2011;PARTIDO LIBERAL COLOMBIANO;57.63818633311873;PARTIDO CONSERVADOR COLOMBIANO - PARTIDO DE LA U;33.95567000827738;NA;NA;0;1;1;0;-23.68251632484135;0
23;NARINO;120;SAN BERNARDO;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;53.864628820960704;PARTIDO CONSERVADOR COLOMBIANO;45.24017467248908;NA;NA;1;0;1;1;8.62445414847162;1
23;NARINO;121;SAN LORENZO;2011;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;55.39322350015542;PARTIDO CONSERVADOR COLOMBIANO;42.58626049114081;NA;NA;0;0;0;1;NA;0
23;NARINO;123;SAN PEDRO DE CARTAGO;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;48.93300248138958;PARTIDO CONSERVADOR COLOMBIANO;48.11414392059553;NA;NA;1;0;1;1;0.8188585607940482;1
23;NARINO;124;SAN PABLO;2011;PARTIDO CAMBIO RADICAL;55.86894937800222;PARTIDO CONSERVADOR COLOMBIANO;41.45830767335879;NA;NA;0;0;1;1;NA;0
23;NARINO;125;SANTA BARBARA;2011;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;32.31037924151697;PARTIDO LIBERAL COLOMBIANO;29.540918163672654;NA;NA;0;0;0;1;NA;0
23;NARINO;127;SANTACRUZ;2011;MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA;54.120409906063195;PARTIDO LIBERAL COLOMBIANO;43.31767719897523;NA;NA;0;0;0;1;NA;0
23;NARINO;130;SAPUYES;2011;G.S.C UNIDOS POR SAPUYES;43.88340601331191;PARTIDO CONSERVADOR COLOMBIANO;28.29928850126234;NA;NA;0;0;0;1;NA;0
23;NARINO;133;TAMINANGO;2011;PARTIDO LIBERAL COLOMBIANO;58.50687213660974;PARTIDO CONSERVADOR COLOMBIANO;39.785506039150356;NA;NA;0;0;1;1;NA;0
23;NARINO;136;TANGUA;2011;PARTIDO CONSERVADOR COLOMBIANO;57.201272149023175;PARTIDO LIBERAL COLOMBIANO;36.75601999091322;NA;NA;0;0;1;1;NA;0
23;NARINO;139;SAN ANDRES DE TUMACO;2011;PARTIDO DE LA U - PARTIDO CONSERVADOR COLOMBIANO - POLO DEMOCRATICO ALTERNATIVO - PARTIDO CAMBIO RADICAL - ASI - G.S.C PROGRESO PARA TODOS;48.66347265818602;PARTIDO LIBERAL COLOMBIANO;23.297538410705435;NA;NA;1;0;0;1;25.365934247480588;0
23;NARINO;142;TUQUERRES;2011;G.S.C UNIDOS POR TUQUERRES;72.12836286842347;PARTIDO CONSERVADOR COLOMBIANO;24.056560462767422;NA;NA;0;0;0;1;NA;0
23;NARINO;145;YACUANQUER;2011;PARTIDO CONSERVADOR COLOMBIANO;42.48388782442083;LA U VERDE;36.66608604772688;NA;NA;0;0;1;0;NA;0
24;RISARALDA;1;PEREIRA;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO VERDE;37.2135602163303;PARTIDO LIBERAL;35.96834190740008;NA;NA;1;0;1;0;1.2452183089302196;1
24;RISARALDA;8;APIA;2011;PARTIDO LIBERAL COLOMBIANO - CAMBIO RADICAL;52.188031544765735;PARTIDO CONSERVADOR COLOMBIANO;30.338642338023813;NA;NA;0;0;1;1;NA;0
24;RISARALDA;13;BALBOA;2011;PARTIDO LIBERAL COLOMBIANO;59.82171283030881;PARTIDO SOCIAL DE UNIDAD NACIONAL;33.460681311684176;NA;NA;0;1;1;1;-26.361031518624635;0
24;RISARALDA;21;BELEN DE UMBRIA;2011;PARTIDO CONSERVADOR COLOMBIANO;59.65795572604491;PARTIDO SOCIAL DE UNIDAD NACIONAL;33.62103412451051;NA;NA;0;1;1;1;-26.036921601534402;0
24;RISARALDA;25;DOSQUEBRADAS;2011;DOSQUEBRADAS EMPRESA DE TODOS Y ASI;36.63987591652566;MOVIMIENTO POLITICO AFROVIDES;22.76649746192893;NA;NA;0;0;0;0;NA;0
24;RISARALDA;29;GUATICA;2011;PARTIDO CONSERVADOR COLOMBIANO;41.656822209096276;PARTIDO SOCIAL DE UNIDAD NACIONAL;40.62315416420555;NA;NA;0;1;1;1;-1.0336680448907245;1
24;RISARALDA;38;LA CELIA;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;54.00425230333097;PARTIDO CONSERVADOR, CAMBIO RADICAL Y ASI;37.82187573824711;NA;NA;1;0;1;1;16.182376565083864;0
24;RISARALDA;46;LA VIRGINIA;2011;COAL. CONSERVADOR COLOMBIANO, PARTIDO VERDE Y ASI;42.97921338100721;PARTIDO LIBERAL COLOMBIANO - CAMBIO RADICAL;35.34331252651354;NA;NA;0;0;1;1;NA;0
24;RISARALDA;54;MARSELLA;2011;PARTIDO LIBERAL - PARTIDO CAMBIO RADICAL - PARTIDO DE LA U;49.34990219767575;PARTIDO CONSERVADOR COLOMBIANO;42.331147163732595;NA;NA;1;0;0;1;7.018755033943158;1
24;RISARALDA;62;MISTRATO;2011;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;47.51655629139073;PARTIDO CONSERVADOR COLOMBIANO;38.907284768211916;NA;NA;0;0;0;1;NA;0
24;RISARALDA;70;PUEBLO RICO;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;40.500098444575706;ALIANZA SOCIAL INDEPENDIENTE - CAMBIO RADICAL;29.80901752313447;NA;NA;1;0;1;1;10.691080921441234;0
24;RISARALDA;78;QUINCHIA;2011;PARTIDO CAMBIO RADICAL;28.0323666079154;MOVIMIENTO DE INCLUSION Y OPORTUNIDADES;14.869411953212627;NA;NA;0;0;1;0;NA;0
24;RISARALDA;86;SANTA ROSA DE CABAL;2011;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;46.40216698534098;PARTIDO CONSERVADOR COLOMBIANO - PARTIDO LIBERAL - PARTIDO VERDE - PARTIDO DE LA U;43.78266411727215;NA;NA;0;1;0;0;-2.6195028680688353;1
24;RISARALDA;94;SANTUARIO;2011;PARTIDO SOCIAL DE UNIDAD NACIONAL;34.22683189655172;PARTIDO CONSERVADOR COLOMBIANO;30.46875;NA;NA;1;0;1;1;3.7580818965517224;1
25;NORTE DE SAN;1;CUCUTA;2011;PARTIDO VERDE;40.05052408160754;PARTIDO LIBERAL COLOMBIANO;25.117082061259488;NA;NA;0;0;0;1;NA;0
