id_dane;municipality;state;depto;mpio;year;MFA_PER;MFA_FAM;MFA_INV;MFA_UNI_FAM;MFA_UNI_INV;MFA_UNI_PER;MFA_SIS_FAM;MFA_SIS_INV;MFA_SIS_PER;MFA_DES_FAM;MFA_DES_INV;MFA_DES_PER;edata_year;desc_depto;desc_mpio;desc_pp_1;porc_part_mesa_1;desc_pp_2;porc_part_mesa_2;desc_pp_3;porc_part_mesa_3;pres_pp_bwon;pres_pp_blost;coa_pp_bwon;coa_pp_blost;margin_pres;sample_pres;MFA_pc;MFA_SIS_pc;MFA_DES_pc;MFA_UNI_pc
5264;ENTRERRIOS;ANTIOQUIA;1;118;2015;278;168;119.6553;0;0;0;89;59.5038;157;79;60.1515;121;2011;ANTIOQUIA;ENTRERRIOS;PARTIDO DE LA U - PARTIDO CONSERVADOR COLOMBIANO;43.271879635516;PARTIDO LIBERAL COLOMBIANO;36.787454969273156;NA;NA;1;0;1;1;6.484424666242845;1;0.4304147482014388;0.37900509554140127;0.4971198347107438;NA
5264;ENTRERRIOS;ANTIOQUIA;1;118;2016;276;171;120.52695;0;0;0;82;52.4636;141;89;68.06335;135;2015;ANTIOQUIA;ENTRERRIOS;  PARTIDO CONSERVADOR COLOMBIANO - PARTIDO OPCIÓN CIUDADANA;61.31;  PARTIDO LIBERAL - CENTRO DEMOCRÁTICO;24.95;NA;NA;0;0;0;1;NA;0;0.43669184782608694;0.3720822695035461;0.504172962962963;NA
5264;ENTRERRIOS;ANTIOQUIA;1;118;2017;273;181;126.0254;0;0;0;79;45.644;123;102;80.3814;150;2015;ANTIOQUIA;ENTRERRIOS;  PARTIDO CONSERVADOR COLOMBIANO - PARTIDO OPCIÓN CIUDADANA;61.31;  PARTIDO LIBERAL - CENTRO DEMOCRÁTICO;24.95;NA;NA;0;0;0;1;NA;0;0.46163150183150187;0.3710894308943089;0.535876;NA
5264;ENTRERRIOS;ANTIOQUIA;1;118;2018;272;178;131.93435;0;0;0;73;43.65455;112;105;88.2798;160;2015;ANTIOQUIA;ENTRERRIOS;  PARTIDO CONSERVADOR COLOMBIANO - PARTIDO OPCIÓN CIUDADANA;61.31;  PARTIDO LIBERAL - CENTRO DEMOCRÁTICO;24.95;NA;NA;0;0;0;1;NA;0;0.4850527573529412;0.3897727678571429;0.55174875;NA
5266;ENVIGADO;ANTIOQUIA;1;121;2014;887;556;359.6046;122;65.2424;192;159;97.0278;260;275;197.3344;435;2011;ANTIOQUIA;ENVIGADO;PARTIDO LIBERAL COLOMBIANO;57.55641961750418;PARTIDO SOCIAL DE UNIDAD NACIONAL;24.842440612230764;NA;NA;0;1;1;1;-32.713979005273416;0;0.40541668545659526;0.37318384615384614;0.45364229885057467;0.3398041666666667
5266;ENVIGADO;ANTIOQUIA;1;121;2015;996;644;445.3029;114;61.9651;183;127;77.27255;201;403;306.06525;612;2011;ANTIOQUIA;ENVIGADO;PARTIDO LIBERAL COLOMBIANO;57.55641961750418;PARTIDO SOCIAL DE UNIDAD NACIONAL;24.842440612230764;NA;NA;0;1;1;1;-32.713979005273416;0;0.447091265060241;0.38444054726368154;0.5001066176470588;0.3386071038251366
5266;ENVIGADO;ANTIOQUIA;1;121;2016;1157;769;538.2615;109;56.83935;162;119;68.8323;183;541;412.58985;812;2015;ANTIOQUIA;ENVIGADO;  PARTIDO LIBERAL COLOMBIANO;34.61;  PARTIDO CENTRO DEMOCRÁTICO;24.73;NA;NA;0;0;1;0;NA;0;0.46522169403630076;0.37613278688524593;0.5081155788177341;0.3508601851851852
5266;ENVIGADO;ANTIOQUIA;1;121;2017;1254;891;686.37155;103;62.3129;143;119;78.52555;175;669;545.5331;936;2015;ANTIOQUIA;ENVIGADO;  PARTIDO LIBERAL COLOMBIANO;34.61;  PARTIDO CENTRO DEMOCRÁTICO;24.73;NA;NA;0;0;1;0;NA;0;0.5473457336523125;0.44871742857142854;0.5828345085470086;0.43575454545454545
5266;ENVIGADO;ANTIOQUIA;1;121;2018;1217;867;621.6339;91;57.1911;127;99;55.52835;140;677;508.91445;950;2015;ANTIOQUIA;ENVIGADO;  PARTIDO LIBERAL COLOMBIANO;34.61;  PARTIDO CENTRO DEMOCRÁTICO;24.73;NA;NA;0;0;1;0;NA;0;0.5107920295809367;0.39663107142857146;0.5356994210526316;0.4503236220472441
5282;FREDONIA;ANTIOQUIA;1;124;2014;973;631;388.6268;198;110.9274;303;394;244.4876;602;39;33.2118;68;2011;ANTIOQUIA;FREDONIA;PARTIDO CONSERVADOR COLOMBIANO;38.57733854286371;PARTIDO SOCIAL DE UNIDAD NACIONAL;22.454608136060674;NA;NA;0;1;1;1;-16.122730406803033;0;0.3994108941418294;0.4061255813953488;0.48840882352941173;0.3660970297029703
5282;FREDONIA;ANTIOQUIA;1;124;2015;936;590;372.14195;182;103.85685;279;353;223.1742;564;55;45.1109;93;2011;ANTIOQUIA;FREDONIA;PARTIDO CONSERVADOR COLOMBIANO;38.57733854286371;PARTIDO SOCIAL DE UNIDAD NACIONAL;22.454608136060674;NA;NA;0;1;1;1;-16.122730406803033;0;0.3975875534188034;0.3956989361702128;0.4850634408602151;0.37224677419354835
5282;FREDONIA;ANTIOQUIA;1;124;2016;923;576;359.91735;172;97.65025;257;328;201.44685;537;76;60.82025;129;2015;ANTIOQUIA;FREDONIA;  PARTIDO LIBERAL COLOMBIANO;40.23;  PARTIDO CONSERVADOR COLOMBIANO;24.88;NA;NA;0;0;1;0;NA;0;0.38994295774647886;0.3751337988826816;0.4714748062015504;0.37996206225680934
5282;FREDONIA;ANTIOQUIA;1;124;2017;854;574;352.50355;168;98.11335;237;321;188.59285;482;85;65.79735;135;2015;ANTIOQUIA;FREDONIA;  PARTIDO LIBERAL COLOMBIANO;40.23;  PARTIDO CONSERVADOR COLOMBIANO;24.88;NA;NA;0;0;1;0;NA;0;0.4127676229508197;0.39127147302904564;0.48738777777777775;0.41398037974683544
5282;FREDONIA;ANTIOQUIA;1;124;2018;742;498;284.2596;136;72.47175;189;283;153.8309;430;79;57.95695;123;2015;ANTIOQUIA;FREDONIA;  PARTIDO LIBERAL COLOMBIANO;40.23;  PARTIDO CONSERVADOR COLOMBIANO;24.88;NA;NA;0;0;1;0;NA;0;0.38309919137466303;0.35774627906976747;0.47119471544715447;0.3834484126984127
5284;FRONTINO;ANTIOQUIA;1;127;2014;3464;1974;1377.6236;471;299.3902;838;685;461.7538;1193;818;616.4796;1433;2011;ANTIOQUIA;FRONTINO;PARTIDO LIBERAL COLOMBIANO;56.7021803766105;PARTIDO CONSERVADOR COLOMBIANO - PARTIDO DE LA U;26.39990089197225;NA;NA;0;1;1;1;-30.302279484638248;0;0.3976973441108545;0.38705264040234705;0.4302020935101186;0.35726754176610975
5284;FRONTINO;ANTIOQUIA;1;127;2015;3562;2026;1475.18295;407;260.46125;716;605;397.8265;1026;1014;816.8952;1820;2011;ANTIOQUIA;FRONTINO;PARTIDO LIBERAL COLOMBIANO;56.7021803766105;PARTIDO CONSERVADOR COLOMBIANO - PARTIDO DE LA U;26.39990089197225;NA;NA;0;1;1;1;-30.302279484638248;0;0.41414456765861873;0.38774512670565303;0.4488435164835165;0.3637726955307263
5284;FRONTINO;ANTIOQUIA;1;127;2016;3605;2069;1540.93745;355;221.35755;601;552;367.4312;938;1162;952.1487;2066;2015;ANTIOQUIA;FRONTINO;  PARTIDO CONSERVADOR COLOMBIANO;32.73;  PARTIDO LIBERAL COLOMBIANO;30.77;NA;NA;0;0;0;1;NA;0;0.427444507628294;0.391717697228145;0.46086577928363986;0.36831539101497507
5284;FRONTINO;ANTIOQUIA;1;127;2017;3495;2136;1618.4951;322;208.73125;513;509;336.4961;820;1305;1073.26775;2162;2015;ANTIOQUIA;FRONTINO;  PARTIDO CONSERVADOR COLOMBIANO;32.73;  PARTIDO LIBERAL COLOMBIANO;30.77;NA;NA;0;0;0;1;NA;0;0.4630887267525036;0.4103610975609756;0.4964235661424607;0.4068835282651072
5284;FRONTINO;ANTIOQUIA;1;127;2018;3509;2138;1675.6424;297;192.8647;477;492;327.69965;800;1349;1155.07805;2232;2015;ANTIOQUIA;FRONTINO;  PARTIDO CONSERVADOR COLOMBIANO;32.73;  PARTIDO LIBERAL COLOMBIANO;30.77;NA;NA;0;0;0;1;NA;0;0.47752704474209173;0.4096245625;0.5175080869175628;0.40432851153039834
5306;GIRALDO;ANTIOQUIA;1;130;2014;794;441;313.573;207;137.0884;359;216;154.9788;394;18;21.5058;41;2011;ANTIOQUIA;GIRALDO;PARTIDO CONSERVADOR COLOMBIANO;58.33648393194707;PARTIDO SOCIAL DE UNIDAD NACIONAL;36.635160680529296;NA;NA;0;1;1;1;-21.701323251417776;0;0.3949282115869017;0.39334720812182744;0.5245317073170732;0.38186183844011146
5306;GIRALDO;ANTIOQUIA;1;130;2015;709;403;280.8411;191;122.8414;326;183;129.5037;325;29;28.496;58;2011;ANTIOQUIA;GIRALDO;PARTIDO CONSERVADOR COLOMBIANO;58.33648393194707;PARTIDO SOCIAL DE UNIDAD NACIONAL;36.635160680529296;NA;NA;0;1;1;1;-21.701323251417776;0;0.39610874471086033;0.3984729230769231;0.4913103448275862;0.37681411042944785
5306;GIRALDO;ANTIOQUIA;1;130;2016;698;397;282.204;175;113.6995;297;172;125.08765;312;50;43.41685;89;2015;ANTIOQUIA;GIRALDO;LIBERAL-P. DE LA U;49.58;  PARTIDO CAMBIO RADICAL;47.07;NA;NA;1;0;0;1;2.509999999999998;1;0.40430372492836675;0.4009219551282051;0.4878297752808988;0.38282659932659935
5306;GIRALDO;ANTIOQUIA;1;130;2017;684;412;279.86705;166;104.16545;266;171;117.9082;297;75;57.7934;121;2015;ANTIOQUIA;GIRALDO;LIBERAL-P. DE LA U;49.58;  PARTIDO CAMBIO RADICAL;47.07;NA;NA;1;0;0;1;2.509999999999998;1;0.4091623538011696;0.39699730639730635;0.4776314049586777;0.39159943609022557
5306;GIRALDO;ANTIOQUIA;1;130;2018;687;405;281.5354;157;96.95615;250;170;120.15385;302;78;64.4254;135;2015;ANTIOQUIA;GIRALDO;LIBERAL-P. DE LA U;49.58;  PARTIDO CAMBIO RADICAL;47.07;NA;NA;1;0;0;1;2.509999999999998;1;0.4098040756914119;0.39786043046357616;0.47722518518518514;0.38782459999999996
5308;GIRARDOTA;ANTIOQUIA;1;133;2014;1201;718;485.4472;137;86.9094;234;439;289.6616;708;142;108.8762;259;2011;ANTIOQUIA;GIRARDOTA;PARTIDO SOCIAL DE UNIDAD NACIONAL;41.89257373514976;PARTIDO CONSERVADOR COLOMBIANO;35.635980000917385;NA;NA;1;0;1;1;6.256593734232375;1;0.40420249791840135;0.40912655367231643;0.42037142857142856;0.3714076923076923
5308;GIRARDOTA;ANTIOQUIA;1;133;2015;1282;765;530.14145;135;88.1822;236;419;267.7322;674;211;174.22705;372;2011;ANTIOQUIA;GIRARDOTA;PARTIDO SOCIAL DE UNIDAD NACIONAL;41.89257373514976;PARTIDO CONSERVADOR COLOMBIANO;35.635980000917385;NA;NA;1;0;1;1;6.256593734232375;1;0.413526872074883;0.3972287833827893;0.46835228494623654;0.37365338983050844
5308;GIRARDOTA;ANTIOQUIA;1;133;2016;1317;806;564.749;124;74.4129;204;398;254.9091;648;284;235.427;465;2015;ANTIOQUIA;GIRARDOTA;LIBERAL-P. DE LA U;38.98;  PARTIDO CONSERVADOR COLOMBIANO;29.49;NA;NA;1;0;0;0;9.489999999999998;1;0.42881473044798785;0.39337824074074074;0.5062946236559139;0.36476911764705877
5308;GIRARDOTA;ANTIOQUIA;1;133;2017;1352;874;620.19025;124;75.6932;193;399;257.46685;634;351;287.0302;525;2015;ANTIOQUIA;GIRARDOTA;LIBERAL-P. DE LA U;38.98;  PARTIDO CONSERVADOR COLOMBIANO;29.49;NA;NA;1;0;0;0;9.489999999999998;1;0.458720599112426;0.4060991324921136;0.5467241904761905;0.3921927461139897
5308;GIRARDOTA;ANTIOQUIA;1;133;2018;1332;874;585.20165;111;63.146;172;380;225.5335;604;383;296.52215;556;2015;ANTIOQUIA;GIRARDOTA;LIBERAL-P. DE LA U;38.98;  PARTIDO CONSERVADOR COLOMBIANO;29.49;NA;NA;1;0;0;0;9.489999999999998;1;0.4393405780780781;0.3733998344370861;0.5333132194244604;0.3671279069767442
5310;GOMEZ PLATA;ANTIOQUIA;1;136;2014;786;439;284.2262;1;0.153;2;402;256.0328;714;36;28.0404;70;2011;ANTIOQUIA;GOMEZ PLATA;PARTIDO CAMBIO RADICAL;28.76898662434822;PARTIDO SOCIAL DE UNIDAD NACIONAL;24.914985264112445;NA;NA;0;1;1;1;-3.854001360235774;1;0.36161094147582695;0.35858935574229694;0.4005771428571429;0.0765
5310;GOMEZ PLATA;ANTIOQUIA;1;136;2015;683;383;263.91905;2;1.652;4;319;211.8743;562;62;50.39275;117;2011;ANTIOQUIA;GOMEZ PLATA;PARTIDO CAMBIO RADICAL;28.76898662434822;PARTIDO SOCIAL DE UNIDAD NACIONAL;24.914985264112445;NA;NA;0;1;1;1;-3.854001360235774;1;0.3864114934114202;0.37700053380782916;0.43070726495726497;0.413
5310;GOMEZ PLATA;ANTIOQUIA;1;136;2016;678;390;266.3722;4;2.1225;5;299;193.93225;519;87;70.31745;154;2015;ANTIOQUIA;GOMEZ PLATA;  PARTIDO CONSERVADOR COLOMBIANO;44.64;  PARTIDO LIBERAL COLOMBIANO;23.88;NA;NA;0;0;0;1;NA;0;0.3928793510324484;0.37366522157996146;0.45660681818181814;0.4245
5310;GOMEZ PLATA;ANTIOQUIA;1;136;2017;626;392;251.76285;4;1.76085;7;283;171.4954;454;105;78.5066;165;2015;ANTIOQUIA;GOMEZ PLATA;  PARTIDO CONSERVADOR COLOMBIANO;44.64;  PARTIDO LIBERAL COLOMBIANO;23.88;NA;NA;0;0;0;1;NA;0;0.4021770766773163;0.3777431718061674;0.4757975757575758;0.25155
5310;GOMEZ PLATA;ANTIOQUIA;1;136;2018;587;372;230.0999;5;1.67265;5;262;151.43685;420;105;76.9904;162;2015;ANTIOQUIA;GOMEZ PLATA;  PARTIDO CONSERVADOR COLOMBIANO;44.64;  PARTIDO LIBERAL COLOMBIANO;23.88;NA;NA;0;0;0;1;NA;0;0.3919930153321976;0.36056392857142855;0.47524938271604933;0.33453
5313;GRANADA;ANTIOQUIA;1;139;2014;2360;1320;1040.3434;23;16.338;41;35;25.8138;57;1262;998.1916;2262;2011;ANTIOQUIA;GRANADA;PARTIDO CAMBIO RADICAL;49.43496565477509;PARTIDO CONSERVADOR COLOMBIANO;35.25371150011079;NA;NA;0;0;1;1;NA;0;0.4408234745762712;0.4528736842105263;0.4412871794871795;0.3984878048780488
5313;GRANADA;ANTIOQUIA;1;139;2015;2518;1435;1180.51135;15;7.6047;25;27;20.1835;46;1393;1152.72315;2447;2011;ANTIOQUIA;GRANADA;PARTIDO CAMBIO RADICAL;49.43496565477509;PARTIDO CONSERVADOR COLOMBIANO;35.25371150011079;NA;NA;0;0;1;1;NA;0;0.4688289714058777;0.43877173913043477;0.47107607274213326;0.304188
5313;GRANADA;ANTIOQUIA;1;139;2016;2460;1448;1210.24825;11;5.18545;17;18;12.0636;29;1419;1192.9992;2414;2015;ANTIOQUIA;GRANADA;  PARTIDO CONSERVADOR COLOMBIANO;73.82;  MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL MAIS;14.01;NA;NA;0;0;0;0;NA;0;0.49197083333333336;0.4159862068965517;0.49420016570008285;0.3050264705882353
5313;GRANADA;ANTIOQUIA;1;139;2017;2344;1490;1211.2285;9;3.5786;12;13;8.1166;19;1468;1199.5333;2313;2015;ANTIOQUIA;GRANADA;  PARTIDO CONSERVADOR COLOMBIANO;73.82;  MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL MAIS;14.01;NA;NA;0;0;0;0;NA;0;0.5167357081911262;0.4271894736842105;0.5186049718979681;0.29821666666666663
5313;GRANADA;ANTIOQUIA;1;139;2018;2273;1451;1205.36945;5;1.56185;7;6;3.25695;7;1440;1200.55065;2259;2015;ANTIOQUIA;GRANADA;  PARTIDO CONSERVADOR COLOMBIANO;73.82;  MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL MAIS;14.01;NA;NA;0;0;0;0;NA;0;0.5302989221293445;0.4652785714285714;0.5314522576361221;0.22312142857142855
5315;GUADALUPE;ANTIOQUIA;1;140;2014;1067;615;437.92380000000003;209;142.3692;368;377;273.6564;643;29;21.8982;56;2011;ANTIOQUIA;GUADALUPE;PARTIDO LIBERAL COLOMBIANO;49.579288025889966;PARTIDO CONSERVADOR COLOMBIANO;42.394822006472495;NA;NA;0;0;1;1;NA;0;0.4104253045923149;0.4255931570762053;0.3910392857142857;0.38687282608695656
5315;GUADALUPE;ANTIOQUIA;1;140;2015;983;562;413.93005;198;137.82785;343;329;249.7162;577;35;26.386;63;2011;ANTIOQUIA;GUADALUPE;PARTIDO LIBERAL COLOMBIANO;49.579288025889966;PARTIDO CONSERVADOR COLOMBIANO;42.394822006472495;NA;NA;0;0;1;1;NA;0;0.4210885554425229;0.43278370883882145;0.4188253968253968;0.40183046647230325
5315;GUADALUPE;ANTIOQUIA;1;140;2016;969;555;427.3353;192;145.0049;325;322;249.12595;573;41;33.20445;71;2015;ANTIOQUIA;GUADALUPE;  PARTIDO CONSERVADOR COLOMBIANO;52.22;  PARTIDO LIBERAL COLOMBIANO;43.77;NA;NA;0;0;0;1;NA;0;0.44100650154798765;0.4347747818499127;0.467668309859155;0.4461689230769231
5315;GUADALUPE;ANTIOQUIA;1;140;2017;934;571;441.08565;185;145.7673;300;323;242.5999;533;63;52.71845;101;2015;ANTIOQUIA;GUADALUPE;  PARTIDO CONSERVADOR COLOMBIANO;52.22;  PARTIDO LIBERAL COLOMBIANO;43.77;NA;NA;0;0;0;1;NA;0;0.47225444325481797;0.455159287054409;0.5219648514851485;0.485891
5315;GUADALUPE;ANTIOQUIA;1;140;2018;938;562;439.30565;178;139.1029;286;320;245.4413;550;64;54.76145;102;2015;ANTIOQUIA;GUADALUPE;  PARTIDO CONSERVADOR COLOMBIANO;52.22;  PARTIDO LIBERAL COLOMBIANO;43.77;NA;NA;0;0;0;1;NA;0;0.4683429104477612;0.4462569090909091;0.5368769607843138;0.48637377622377626
5318;GUARNE;ANTIOQUIA;1;142;2014;1514;929;620.2472;150;94.2002;244;603;391.4152;991;176;134.6318;279;2011;ANTIOQUIA;GUARNE;PARTIDO SOCIAL DE UNIDAD NACIONAL;32.66734394401174;PARTIDO CONSERVADOR COLOMBIANO;31.363585054746583;NA;NA;1;0;1;1;1.3037588892651577;1;0.4096745046235139;0.39496992936427855;0.48255125448028674;0.38606639344262295
5318;GUARNE;ANTIOQUIA;1;142;2015;1419;879;578.1035;134;82.2792;219;539;341.7297;888;206;154.0946;312;2011;ANTIOQUIA;GUARNE;PARTIDO SOCIAL DE UNIDAD NACIONAL;32.66734394401174;PARTIDO CONSERVADOR COLOMBIANO;31.363585054746583;NA;NA;1;0;1;1;1.3037588892651577;1;0.4074020436927414;0.38483074324324323;0.49389294871794875;0.3757041095890411
5318;GUARNE;ANTIOQUIA;1;142;2016;1434;907;618.10585;122;73.53545;193;505;322.9106;817;280;221.6598;424;2015;ANTIOQUIA;GUARNE;  PARTIDO CONSERVADOR COLOMBIANO - PARTIDO OPCIÓN CIUDADANA;39.47;  PARTIDO DE LA U;29.21;NA;NA;0;1;0;1;-10.259999999999998;0;0.4310361576011158;0.3952394124847001;0.5227825471698113;0.3810126943005181
5318;GUARNE;ANTIOQUIA;1;142;2017;1462;995;682.14465;118;70.5516;178;499;303.89145;754;378;307.7016;530;2015;ANTIOQUIA;GUARNE;  PARTIDO CONSERVADOR COLOMBIANO - PARTIDO OPCIÓN CIUDADANA;39.47;  PARTIDO DE LA U;29.21;NA;NA;0;1;0;1;-10.259999999999998;0;0.4665832079343365;0.4030390583554377;0.5805690566037736;0.3963573033707865
5318;GUARNE;ANTIOQUIA;1;142;2018;1390;944;613.8278;104;61.859;155;438;245.0718;673;402;306.897;562;2015;ANTIOQUIA;GUARNE;  PARTIDO CONSERVADOR COLOMBIANO - PARTIDO OPCIÓN CIUDADANA;39.47;  PARTIDO DE LA U;29.21;NA;NA;0;1;0;1;-10.259999999999998;0;0.4416027338129497;0.3641482912332838;0.5460800711743772;0.3990903225806452
5321;GUATAPE;ANTIOQUIA;1;145;2014;307;187;129.9826;40;20.7774;58;39;26.9994;64;108;82.2058;185;2011;ANTIOQUIA;GUATAPE;G.S.C UNIDOS POR GUATAPE;45.92979835698282;PARTIDO SOCIAL DE UNIDAD NACIONAL;28.27981080408265;NA;NA;0;1;0;1;-17.64998755290017;0;0.4233960912052117;0.421865625;0.44435567567567563;0.3582310344827586
5321;GUATAPE;ANTIOQUIA;1;145;2015;463;291;221.8573;29;17.0344;44;27;16.799;46;235;188.0239;373;2011;ANTIOQUIA;GUATAPE;G.S.C UNIDOS POR GUATAPE;45.92979835698282;PARTIDO SOCIAL DE UNIDAD NACIONAL;28.27981080408265;NA;NA;0;1;0;1;-17.64998755290017;0;0.47917343412527;0.36519565217391303;0.5040855227882037;0.38714545454545457
5321;GUATAPE;ANTIOQUIA;1;145;2016;599;381;297.94815;19;12.19825;29;22;13.5701;41;340;272.1798;529;2015;ANTIOQUIA;GUATAPE;  PARTIDO CENTRO DEMOCRÁTICO;38.48;  GUATAPÉ SOCIAL;35.11;NA;NA;0;0;0;0;NA;0;0.497409265442404;0.3309780487804878;0.5145175803402646;0.4206293103448276
5321;GUATAPE;ANTIOQUIA;1;145;2017;639;444;343.281;17;12.83995;26;22;14.06595;38;405;316.3751;575;2015;ANTIOQUIA;GUATAPE;  PARTIDO CENTRO DEMOCRÁTICO;38.48;  GUATAPÉ SOCIAL;35.11;NA;NA;0;0;0;0;NA;0;0.5372159624413145;0.3701565789473684;0.5502175652173913;0.4938442307692308
5321;GUATAPE;ANTIOQUIA;1;145;2018;605;427;321.87965;17;10.49765;21;18;12.48415;32;392;298.89785;552;2015;ANTIOQUIA;GUATAPE;  PARTIDO CENTRO DEMOCRÁTICO;38.48;  GUATAPÉ SOCIAL;35.11;NA;NA;0;0;0;0;NA;0;0.532032479338843;0.3901296875;0.5414816123188406;0.49988809523809524
5347;HELICONIA;ANTIOQUIA;1;148;2014;864;510;319.0492;148;81.175;225;262;165.9628;463;100;71.9114;176;2011;ANTIOQUIA;HELICONIA;PARTIDO DE INTEGRACION NACIONAL;53.242793791574286;PARTIDO SOCIAL DE UNIDAD NACIONAL;28.104212860310422;NA;NA;0;1;0;1;-25.138580931263864;0;0.3692699074074074;0.3584509719222462;0.4085875;0.36077777777777775
5347;HELICONIA;ANTIOQUIA;1;148;2015;797;464;297.30635;130;75.23895;205;215;132.2165;381;119;89.8509;211;2011;ANTIOQUIA;HELICONIA;PARTIDO DE INTEGRACION NACIONAL;53.242793791574286;PARTIDO SOCIAL DE UNIDAD NACIONAL;28.104212860310422;NA;NA;0;1;0;1;-25.138580931263864;0;0.3730318067754078;0.3470249343832021;0.4258336492890995;0.36701926829268294
5347;HELICONIA;ANTIOQUIA;1;148;2016;769;453;304.7861;122;76.24275;187;206;134.3258;370;125;94.21755;212;2015;ANTIOQUIA;HELICONIA;  PARTIDO LIBERAL COLOMBIANO;55.08;  PARTIDO CENTRO DEMOCRÁTICO;37.31;NA;NA;0;0;1;0;NA;0;0.39634083224967487;0.36304270270270267;0.4444224056603774;0.4077152406417112
5347;HELICONIA;ANTIOQUIA;1;148;2017;704;450;308.26515;118;75.199700000000007;169;199;132.36285;334;133;100.7026;201;2015;ANTIOQUIA;HELICONIA;  PARTIDO LIBERAL COLOMBIANO;55.08;  PARTIDO CENTRO DEMOCRÁTICO;37.31;NA;NA;0;0;1;0;NA;0;0.43787663352272727;0.3962959580838324;0.501007960199005;0.44496863905325446
5347;HELICONIA;ANTIOQUIA;1;148;2018;647;422;278.08995;110;66.9178;158;180;117.14965;297;132;94.0225;192;2015;ANTIOQUIA;HELICONIA;  PARTIDO LIBERAL COLOMBIANO;55.08;  PARTIDO CENTRO DEMOCRÁTICO;37.31;NA;NA;0;0;1;0;NA;0;0.4298144513137558;0.39444326599326596;0.4897005208333333;0.42353037974683544
5353;HISPANIA;ANTIOQUIA;1;150;2014;324;193;119.7792;67;38.0376;106;110;71.7204;193;16;10.0212;25;2011;ANTIOQUIA;HISPANIA;PARTIDO CONSERVADOR COLOMBIANO;48.65565273728539;PARTIDO LIBERAL COLOMBIANO;39.97408487204406;NA;NA;0;0;1;1;NA;0;0.3696888888888889;0.3716082901554404;0.40084800000000004;0.3588452830188679
5353;HISPANIA;ANTIOQUIA;1;150;2015;304;179;113.7065;65;37.17325;104;93;60.14195;165;21;16.3913;35;2011;ANTIOQUIA;HISPANIA;PARTIDO CONSERVADOR COLOMBIANO;48.65565273728539;PARTIDO LIBERAL COLOMBIANO;39.97408487204406;NA;NA;0;0;1;1;NA;0;0.3740345394736842;0.3644966666666667;0.46832285714285715;0.35743509615384617
5353;HISPANIA;ANTIOQUIA;1;150;2016;272;171;108.44125;60;33.03895;92;86;54.77165;141;25;20.63065;39;2015;ANTIOQUIA;HISPANIA;  PARTIDO CONSERVADOR COLOMBIANO;48.64;  PARTIDO LIBERAL COLOMBIANO;47.68;NA;NA;0;0;0;1;NA;0;0.3986810661764706;0.3884514184397163;0.5289910256410256;0.3591190217391304
5353;HISPANIA;ANTIOQUIA;1;150;2017;231;158;93.83855;58;32.6701;81;79;45.14485;119;21;16.0236;31;2015;ANTIOQUIA;HISPANIA;  PARTIDO CONSERVADOR COLOMBIANO;48.64;  PARTIDO LIBERAL COLOMBIANO;47.68;NA;NA;0;0;0;1;NA;0;0.4062274891774892;0.379368487394958;0.5168903225806452;0.40333456790123456
5353;HISPANIA;ANTIOQUIA;1;150;2018;217;145;87.3369;54;28.85725;74;68;37.53955;108;23;20.9401;35;2015;ANTIOQUIA;HISPANIA;  PARTIDO CONSERVADOR COLOMBIANO;48.64;  PARTIDO LIBERAL COLOMBIANO;47.68;NA;NA;0;0;0;1;NA;0;0.4024741935483871;0.3475884259259259;0.5982885714285715;0.38996283783783786
5360;ITAGUI;ANTIOQUIA;1;151;2014;3523;2163;1412.541;546;297.9044;864;467;300.0748;781;1150;814.5618;1878;2011;ANTIOQUIA;ITAGUI;PARTIDO CONSERVADOR COLOMBIANO;37.72834197081633;PARTIDO CAMBIO RADICAL;30.392913588414743;NA;NA;0;0;1;1;NA;0;0.4009483394833948;0.38421869398207426;0.43373897763578273;0.3447967592592593
5360;ITAGUI;ANTIOQUIA;1;151;2015;4012;2507;1779.68775;527;305.34395;857;306;197.31535;495;1674;1277.02845;2660;2011;ANTIOQUIA;ITAGUI;PARTIDO CONSERVADOR COLOMBIANO;37.72834197081633;PARTIDO CAMBIO RADICAL;30.392913588414743;NA;NA;0;0;1;1;NA;0;0.4435911640079761;0.3986168686868687;0.4800858834586466;0.35629399066511086
5360;ITAGUI;ANTIOQUIA;1;151;2016;4576;2863;2131.6669;487;287.8441;780;282;180.12845;454;2094;1663.69435;3342;2015;ANTIOQUIA;ITAGUI;  PARTIDO CONSERVADOR COLOMBIANO;47.29;  PODEMOS MÁS;17.63;NA;NA;0;0;0;0;NA;0;0.4658362980769231;0.3967587004405286;0.4978139886295631;0.36903089743589745
5360;ITAGUI;ANTIOQUIA;1;151;2017;4659;3175;2503.47915;464;280.50795;673;276;185.40835;412;2435;2037.56285;3574;2015;ANTIOQUIA;ITAGUI;  PARTIDO CONSERVADOR COLOMBIANO;47.29;  PODEMOS MÁS;17.63;NA;NA;0;0;0;0;NA;0;0.537342594977463;0.4500202669902913;0.5701071208729714;0.4168023031203566
